"Gene","Diverse_LOF_SNV","Nfe_43k_LOF_SNV","Nfe_440k_LOF_SNV","All_LOF_SNV","afr_LOF_SNV","asj_LOF_SNV","eas_LOF_SNV","sas_LOF_SNV","nfe_20k_LOF_SNV","possible_lof","mu_mis","mu_syn","mu_lof","LOF_OE_Diverse43k","LOF_OE_NFE43k","LOF_OE_NFE440k","LOF_OE_FullDataset","LOF_OE_AFR","LOF_OE_ASJ","LOF_OE_EAS","LOF_OE_SAS","LOF_OE_NFE20k"
"RCOR1",0,0,5,5,0,0,0,0,0,314,1.2459e-05,4.1657e-06,1.4506e-06,0,0,0.0159235668789809,0.0159235668789809,0,0,0,0,0
"RCOR2",1,2,11,11,0,0,0,0,1,293,1.9164e-05,6.281e-06,1.7881e-06,0.00341296928327645,0.0068259385665529,0.037542662116041,0.037542662116041,0,0,0,0,0.00341296928327645
"RCOR3",0,0,10,10,0,0,0,0,0,329,1.6729e-05,4.9348e-06,1.1397e-06,0,0,0.0303951367781155,0.0303951367781155,0,0,0,0,0
"RCSD1",4,2,16,17,1,0,0,0,3,226,1.2312e-05,5.8894e-06,1.1193e-06,0.0176991150442478,0.00884955752212389,0.0707964601769911,0.0752212389380531,0.00442477876106195,0,0,0,0.0132743362831858
"RCVRN",5,4,10,11,2,0,1,0,3,92,7.4719e-06,4.6147e-06,5.7304e-07,0.0543478260869565,0.0434782608695652,0.108695652173913,0.119565217391304,0.0217391304347826,0,0.0108695652173913,0,0.0326086956521739
"RD3",2,2,6,6,0,0,0,1,1,69,9.0566e-06,3.8009e-06,3.9256e-07,0.0289855072463768,0.0289855072463768,0.0869565217391304,0.0869565217391304,0,0,0,0.0144927536231884,0.0144927536231884
"RD3L",3,2,8,8,0,0,1,1,2,70,4.6137e-06,1.7184e-06,4.4245e-07,0.0428571428571429,0.0285714285714286,0.114285714285714,0.114285714285714,0,0,0.0142857142857143,0.0142857142857143,0.0285714285714286
"RDH10",1,2,10,10,0,0,0,0,1,162,9.5153e-06,3.9239e-06,6.3127e-07,0.00617283950617284,0.0123456790123457,0.0617283950617284,0.0617283950617284,0,0,0,0,0.00617283950617284
"RDH11",4,5,13,14,1,0,1,1,1,171,9.6952e-06,4.0604e-06,7.323e-07,0.0233918128654971,0.0292397660818713,0.0760233918128655,0.0818713450292398,0.00584795321637427,0,0.00584795321637427,0.00584795321637427,0.00584795321637427
"RDH12",7,7,12,13,4,1,0,1,4,156,1.0978e-05,4.6289e-06,1.1308e-06,0.0448717948717949,0.0448717948717949,0.0769230769230769,0.0833333333333333,0.0256410256410256,0.00641025641025641,0,0.00641025641025641,0.0256410256410256
"RDH13",10,8,29,34,3,0,0,5,5,149,1.347e-05,6.8912e-06,8.553e-07,0.0671140939597315,0.0536912751677852,0.194630872483221,0.228187919463087,0.0201342281879195,0,0,0.0335570469798658,0.0335570469798658
"RDH14",6,1,7,11,1,0,3,2,0,108,8.0064e-06,3.2181e-06,2.823e-07,0.0555555555555556,0.00925925925925926,0.0648148148148148,0.101851851851852,0.00925925925925926,0,0.0277777777777778,0.0185185185185185,0
"RDH16",6,5,20,23,1,0,0,2,3,122,1.1072e-05,5.084e-06,5.4286e-07,0.0491803278688525,0.040983606557377,0.163934426229508,0.188524590163934,0.00819672131147541,0,0,0.0163934426229508,0.0245901639344262
"RDH5",6,4,19,21,1,2,1,2,2,107,1.1225e-05,4.253e-06,1.1155e-06,0.0560747663551402,0.0373831775700935,0.177570093457944,0.196261682242991,0.00934579439252336,0.0186915887850467,0.00934579439252336,0.0186915887850467,0.0186915887850467
"RDH8",7,4,12,17,3,0,1,2,1,125,1.3948e-05,6.077e-06,4.4024e-07,0.056,0.032,0.096,0.136,0.024,0,0.008,0.016,0.008
"RDM1",12,11,27,29,1,0,1,2,8,161,7.4495e-06,3.0942e-06,5.0527e-07,0.0745341614906832,0.0683229813664596,0.167701863354037,0.180124223602484,0.0062111801242236,0,0.0062111801242236,0.0124223602484472,0.0496894409937888
"RDX",3,5,30,30,1,0,0,0,2,467,1.7303e-05,5.5738e-06,2.4559e-06,0.00642398286937901,0.0107066381156317,0.0642398286937901,0.0642398286937901,0.00214132762312634,0,0,0,0.00428265524625268
"REC114",6,4,14,17,2,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REC8",10,6,24,31,4,1,1,4,3,385,2.1483e-05,8.1584e-06,1.8323e-06,0.025974025974026,0.0155844155844156,0.0623376623376623,0.0805194805194805,0.0103896103896104,0.0025974025974026,0.0025974025974026,0.0103896103896104,0.00779220779220779
"RECK",9,17,42,44,4,0,0,0,6,646,2.7276e-05,1.0217e-05,2.6723e-06,0.0139318885448916,0.0263157894736842,0.065015479876161,0.0681114551083591,0.00619195046439629,0,0,0,0.00928792569659443
"RECQL",16,5,36,43,6,2,0,6,4,428,1.6745e-05,6.487e-06,1.4876e-06,0.0373831775700935,0.0116822429906542,0.0841121495327103,0.100467289719626,0.014018691588785,0.00467289719626168,0,0.014018691588785,0.00934579439252336
"RECQL4",40,22,108,123,10,3,4,12,16,592,4.9229e-05,1.9338e-05,2.7331e-06,0.0675675675675676,0.0371621621621622,0.182432432432432,0.20777027027027,0.0168918918918919,0.00506756756756757,0.00675675675675676,0.0202702702702703,0.027027027027027
"RECQL5",24,16,48,56,8,0,1,8,14,549,3.5697e-05,1.431e-05,2.3537e-06,0.0437158469945355,0.029143897996357,0.087431693989071,0.10200364298725,0.0145719489981785,0,0.00182149362477231,0.0145719489981785,0.0255009107468124
"REEP1",6,9,26,29,3,0,1,2,1,149,7.246e-06,3.4071e-06,6.4705e-07,0.0402684563758389,0.0604026845637584,0.174496644295302,0.194630872483221,0.0201342281879195,0,0.00671140939597315,0.0134228187919463,0.00671140939597315
"REEP2",3,4,15,15,0,0,1,1,3,156,1.0235e-05,5.0551e-06,7.716e-07,0.0192307692307692,0.0256410256410256,0.0961538461538462,0.0961538461538462,0,0,0.00641025641025641,0.00641025641025641,0.0192307692307692
"REEP3",8,3,16,20,1,0,1,5,2,211,6.628e-06,2.1485e-06,9.3983e-07,0.037914691943128,0.014218009478673,0.0758293838862559,0.0947867298578199,0.004739336492891,0,0.004739336492891,0.023696682464455,0.00947867298578199
"REEP4",9,1,10,15,1,1,0,6,2,157,1.2064e-05,4.9127e-06,6.8322e-07,0.0573248407643312,0.00636942675159236,0.0636942675159236,0.0955414012738854,0.00636942675159236,0.00636942675159236,0,0.0382165605095541,0.0127388535031847
"REEP5",9,2,19,23,2,1,2,5,2,111,4.9107e-06,2.0336e-06,4.0188e-07,0.0810810810810811,0.018018018018018,0.171171171171171,0.207207207207207,0.018018018018018,0.00900900900900901,0.018018018018018,0.045045045045045,0.018018018018018
"REEP6",3,1,6,8,1,0,0,1,1,101,7.5511e-06,4.6933e-06,5.0864e-07,0.0297029702970297,0.0099009900990099,0.0594059405940594,0.0792079207920792,0.0099009900990099,0,0,0.0099009900990099,0.0099009900990099
"REG1A",4,2,13,16,2,0,1,0,1,102,4.9307e-06,1.6046e-06,3.9602e-07,0.0392156862745098,0.0196078431372549,0.127450980392157,0.156862745098039,0.0196078431372549,0,0.00980392156862745,0,0.00980392156862745
"REG1B",7,4,16,20,1,0,2,2,3,97,4.4978e-06,1.8284e-06,4.9471e-07,0.0721649484536082,0.0412371134020619,0.164948453608247,0.206185567010309,0.0103092783505155,0,0.0206185567010309,0.0206185567010309,0.0309278350515464
"REG3A",6,1,11,14,2,1,1,0,2,101,5.1714e-06,2.103e-06,3.8642e-07,0.0594059405940594,0.0099009900990099,0.108910891089109,0.138613861386139,0.0198019801980198,0.0099009900990099,0.0099009900990099,0,0.0198019801980198
"REG3G",3,4,13,14,2,0,0,1,2,104,4.3399e-06,1.5753e-06,3.8244e-07,0.0288461538461538,0.0384615384615385,0.125,0.134615384615385,0.0192307692307692,0,0,0.00961538461538462,0.0192307692307692
"REG4",4,2,13,14,3,0,1,0,1,106,4.629e-06,1.9737e-06,4.0178e-07,0.0377358490566038,0.0188679245283019,0.122641509433962,0.132075471698113,0.0283018867924528,0,0.00943396226415094,0,0.00943396226415094
"REL",1,0,11,11,1,0,0,0,0,357,1.7033e-05,6.3393e-06,1.4862e-06,0.00280112044817927,0,0.030812324929972,0.030812324929972,0.00280112044817927,0,0,0,0
"RELA",3,6,17,19,2,0,0,0,1,261,2.0813e-05,7.7353e-06,1.6255e-06,0.0114942528735632,0.0229885057471264,0.0651340996168582,0.0727969348659004,0.00766283524904215,0,0,0,0.00383141762452107
"RELB",1,1,9,9,0,0,0,1,0,273,2.5229e-05,1.3125e-05,1.2611e-06,0.00366300366300366,0.00366300366300366,0.032967032967033,0.032967032967033,0,0,0,0.00366300366300366,0
"RELL1",2,2,4,5,1,0,0,0,1,137,1.0537e-05,4.8068e-06,4.1711e-07,0.0145985401459854,0.0145985401459854,0.0291970802919708,0.0364963503649635,0.0072992700729927,0,0,0,0.0072992700729927
"RELL2",3,2,10,11,0,0,0,1,2,132,1.0463e-05,3.5094e-06,6.456e-07,0.0227272727272727,0.0151515151515152,0.0757575757575758,0.0833333333333333,0,0,0,0.00757575757575758,0.0151515151515152
"RELN",10,12,72,74,5,0,0,1,5,2131,0.00010275,4.0941e-05,9.5416e-06,0.00469263256687001,0.00563115908024402,0.0337869544814641,0.0347254809948381,0.00234631628343501,0,0,0.000469263256687001,0.00234631628343501
"RELT",7,5,21,26,1,0,2,1,2,232,1.7916e-05,7.704e-06,1.0894e-06,0.0301724137931034,0.021551724137931,0.0905172413793103,0.112068965517241,0.00431034482758621,0,0.00862068965517241,0.00431034482758621,0.00862068965517241
"REM1",6,5,14,16,1,0,0,4,2,119,1.336e-05,4.6502e-06,8.8159e-07,0.0504201680672269,0.0420168067226891,0.117647058823529,0.134453781512605,0.00840336134453781,0,0,0.0336134453781513,0.0168067226890756
"REM2",9,6,20,22,3,1,0,2,5,137,1.1999e-05,4.8894e-06,6.9606e-07,0.0656934306569343,0.0437956204379562,0.145985401459854,0.160583941605839,0.0218978102189781,0.0072992700729927,0,0.0145985401459854,0.0364963503649635
"REN",10,7,23,26,3,0,2,1,5,242,1.4395e-05,6.8309e-06,1.3452e-06,0.0413223140495868,0.0289256198347107,0.0950413223140496,0.107438016528926,0.012396694214876,0,0.00826446280991736,0.00413223140495868,0.0206611570247934
"RENBP",5,7,18,18,2,2,0,2,5,265,1.672e-05,6.7381e-06,1.3341e-06,0.0188679245283019,0.0264150943396226,0.0679245283018868,0.0679245283018868,0.00754716981132075,0.00754716981132075,0,0.00754716981132075,0.0188679245283019
"REP15",4,3,7,9,0,0,2,0,2,87,5.4946e-06,2.2832e-06,2.8613e-07,0.0459770114942529,0.0344827586206897,0.0804597701149425,0.103448275862069,0,0,0.0229885057471264,0,0.0229885057471264
"REPIN1",7,4,19,22,4,0,0,1,3,184,3.3717e-05,1.4659e-05,1.4913e-06,0.0380434782608696,0.0217391304347826,0.103260869565217,0.119565217391304,0.0217391304347826,0,0,0.00543478260869565,0.016304347826087
"REPS1",5,2,14,17,0,1,2,0,2,518,2.2174e-05,8.1889e-06,2.0867e-06,0.00965250965250965,0.00386100386100386,0.027027027027027,0.0328185328185328,0,0.00193050193050193,0.00386100386100386,0,0.00386100386100386
"REPS2",4,5,23,24,0,0,1,0,3,439,1.8037e-05,6.9131e-06,1.7863e-06,0.00911161731207289,0.0113895216400911,0.0523917995444191,0.0546697038724374,0,0,0.00227790432801822,0,0.00683371298405467
"RER1",3,1,6,8,1,0,0,2,0,129,7.1782e-06,3.6153e-06,7.9199e-07,0.0232558139534884,0.00775193798449612,0.0465116279069767,0.062015503875969,0.00775193798449612,0,0,0.0155038759689922,0
"RERE",4,6,31,33,1,1,0,1,1,718,5.8879e-05,2.686e-05,3.7721e-06,0.00557103064066852,0.00835654596100279,0.0431754874651811,0.0459610027855153,0.00139275766016713,0.00139275766016713,0,0.00139275766016713,0.00139275766016713
"RERG",7,4,16,17,2,0,0,1,4,109,6.8745e-06,2.3954e-06,9.1642e-07,0.0642201834862385,0.036697247706422,0.146788990825688,0.155963302752294,0.018348623853211,0,0,0.0091743119266055,0.036697247706422
"RERGL",9,6,18,21,5,0,0,5,4,131,4.9881e-06,1.6603e-06,8.8904e-07,0.0687022900763359,0.0458015267175573,0.137404580152672,0.16030534351145,0.0381679389312977,0,0,0.0381679389312977,0.0305343511450382
"RESP18",20,10,25,36,5,2,2,9,10,130,5.7073e-06,2.5573e-06,4.8668e-07,0.153846153846154,0.0769230769230769,0.192307692307692,0.276923076923077,0.0384615384615385,0.0153846153846154,0.0153846153846154,0.0692307692307692,0.0769230769230769
"REST",3,2,12,12,1,0,0,0,3,452,2.9336e-05,1.0514e-05,1.7611e-06,0.00663716814159292,0.00442477876106195,0.0265486725663717,0.0265486725663717,0.00221238938053097,0,0,0,0.00663716814159292
"RET",2,2,10,10,1,0,0,1,2,578,4.4853e-05,2.1449e-05,2.6783e-06,0.00346020761245675,0.00346020761245675,0.0173010380622837,0.0173010380622837,0.00173010380622837,0,0,0.00173010380622837,0.00346020761245675
"RETN",0,2,7,7,0,0,0,0,0,34,3.0298e-06,1.4099e-06,1.131e-07,0,0.0588235294117647,0.205882352941176,0.205882352941176,0,0,0,0,0
"RETNLB",2,0,8,9,1,0,0,0,1,38,3.2207e-06,1.7487e-06,1.2504e-07,0.0526315789473684,0,0.210526315789474,0.236842105263158,0.0263157894736842,0,0,0,0.0263157894736842
"RETREG1",3,7,23,23,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RETREG2",8,2,18,22,3,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RETREG3",6,4,19,21,0,0,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RETSAT",13,7,22,28,3,1,1,6,4,302,1.9096e-05,7.9602e-06,1.911e-06,0.043046357615894,0.0231788079470199,0.0728476821192053,0.0927152317880795,0.00993377483443709,0.0033112582781457,0.0033112582781457,0.0198675496688742,0.0132450331125828
"REV1",9,3,22,27,4,1,1,1,3,750,3.2007e-05,1.238e-05,3.2574e-06,0.012,0.004,0.0293333333333333,0.036,0.00533333333333333,0.00133333333333333,0.00133333333333333,0.00133333333333333,0.004
"REV3L",7,3,36,40,3,0,0,1,3,1720,8.0789e-05,2.7776e-05,7.6511e-06,0.00406976744186047,0.00174418604651163,0.0209302325581395,0.0232558139534884,0.00174418604651163,0,0,0.000581395348837209,0.00174418604651163
"REX1BD",3,1,13,15,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REXO1",5,5,22,26,1,2,0,2,1,520,5.2348e-05,2.6461e-05,1.9105e-06,0.00961538461538462,0.00961538461538462,0.0423076923076923,0.05,0.00192307692307692,0.00384615384615385,0,0.00384615384615385,0.00192307692307692
"REXO2",6,4,10,12,3,0,0,2,3,158,5.8492e-06,2.0707e-06,7.6039e-07,0.0379746835443038,0.0253164556962025,0.0632911392405063,0.0759493670886076,0.0189873417721519,0,0,0.0126582278481013,0.0189873417721519
"REXO4",14,5,20,26,6,0,3,2,4,222,1.4469e-05,6.822e-06,8.5815e-07,0.0630630630630631,0.0225225225225225,0.0900900900900901,0.117117117117117,0.027027027027027,0,0.0135135135135135,0.00900900900900901,0.018018018018018
"REXO5",11,11,32,37,2,0,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RFC1",4,6,26,26,0,0,0,1,4,809,3.0484e-05,1.1076e-05,3.0057e-06,0.00494437577255871,0.00741656365883807,0.0321384425216316,0.0321384425216316,0,0,0,0.00123609394313968,0.00494437577255871
"RFC2",10,11,24,27,0,1,0,3,6,229,1.1223e-05,5.1486e-06,9.9565e-07,0.0436681222707424,0.0480349344978166,0.104803493449782,0.117903930131004,0,0.00436681222707424,0,0.0131004366812227,0.0262008733624454
"RFC3",9,8,23,25,3,0,0,0,7,243,9.4624e-06,3.1582e-06,9.7951e-07,0.037037037037037,0.0329218106995885,0.0946502057613169,0.102880658436214,0.0123456790123457,0,0,0,0.0288065843621399
"RFC4",15,10,28,34,0,1,1,6,7,258,1.0678e-05,3.8793e-06,1.6556e-06,0.0581395348837209,0.0387596899224806,0.108527131782946,0.131782945736434,0,0.00387596899224806,0.00387596899224806,0.0232558139534884,0.0271317829457364
"RFC5",4,4,17,19,1,1,0,1,1,234,1.0301e-05,4.1106e-06,1.189e-06,0.0170940170940171,0.0170940170940171,0.0726495726495727,0.0811965811965812,0.00427350427350427,0.00427350427350427,0,0.00427350427350427,0.00427350427350427
"RFESD",5,4,10,12,2,0,0,4,2,137,5.0897e-06,1.781e-06,6.7013e-07,0.0364963503649635,0.0291970802919708,0.072992700729927,0.0875912408759124,0.0145985401459854,0,0,0.0291970802919708,0.0145985401459854
"RFFL",4,3,10,13,1,0,0,2,1,197,1.1264e-05,3.8148e-06,1.0099e-06,0.0203045685279188,0.0152284263959391,0.050761421319797,0.065989847715736,0.0050761421319797,0,0,0.0101522842639594,0.0050761421319797
"RFK",2,2,2,3,0,0,0,1,1,91,3.6369e-06,1.2864e-06,4.2612e-07,0.021978021978022,0.021978021978022,0.021978021978022,0.032967032967033,0,0,0,0.010989010989011,0.010989010989011
"RFLNA",0,1,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RFLNB",0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RFNG",7,10,29,31,2,0,0,2,4,136,9.9395e-06,4.4047e-06,4.4185e-07,0.0514705882352941,0.0735294117647059,0.213235294117647,0.227941176470588,0.0147058823529412,0,0,0.0147058823529412,0.0294117647058824
"RFPL1",5,3,9,11,0,1,1,2,3,58,1.0456e-05,4.3081e-06,1.7725e-07,0.0862068965517241,0.0517241379310345,0.155172413793103,0.189655172413793,0,0.0172413793103448,0.0172413793103448,0.0344827586206897,0.0517241379310345
"RFPL2",7,3,16,21,3,0,1,3,2,98,1.2845e-05,4.9799e-06,3.1425e-07,0.0714285714285714,0.0306122448979592,0.163265306122449,0.214285714285714,0.0306122448979592,0,0.0102040816326531,0.0306122448979592,0.0204081632653061
"RFPL3",6,0,10,15,2,0,2,2,1,55,1.055e-05,4.3051e-06,1.581e-07,0.109090909090909,0,0.181818181818182,0.272727272727273,0.0363636363636364,0,0.0363636363636364,0.0363636363636364,0.0181818181818182
"RFPL3S",0,1,1,1,0,0,0,0,0,64,2.4662e-06,7.6068e-07,1.9224e-07,0,0.015625,0.015625,0.015625,0,0,0,0,0
"RFPL4A",0,0,2,2,0,0,0,0,0,49,6.814e-06,2.8619e-06,1.2449e-07,0,0,0.0408163265306122,0.0408163265306122,0,0,0,0,0
"RFPL4AL1",2,0,4,4,0,0,1,1,0,48,7.3323e-06,2.8739e-06,1.2458e-07,0.0416666666666667,0,0.0833333333333333,0.0833333333333333,0,0,0.0208333333333333,0.0208333333333333,0
"RFPL4B",5,3,8,9,2,1,0,1,1,NA,8.6933e-06,3.6786e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RFT1",9,9,29,33,2,0,1,2,5,320,1.606e-05,6.6999e-06,1.6212e-06,0.028125,0.028125,0.090625,0.103125,0.00625,0,0.003125,0.00625,0.015625
"RFTN1",11,7,22,27,4,1,1,1,4,253,1.8989e-05,8.9492e-06,8.5222e-07,0.0434782608695652,0.0276679841897233,0.0869565217391304,0.106719367588933,0.0158102766798419,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.0158102766798419
"RFTN2",2,5,22,23,1,0,0,0,1,293,1.4273e-05,6.0564e-06,1.061e-06,0.0068259385665529,0.0170648464163823,0.0750853242320819,0.0784982935153584,0.00341296928327645,0,0,0,0.00341296928327645
"RFWD3",11,9,39,43,2,0,0,6,4,423,2.1893e-05,8.5423e-06,2.2667e-06,0.0260047281323877,0.0212765957446809,0.0921985815602837,0.101654846335697,0.00472813238770686,0,0,0.0141843971631206,0.00945626477541371
"RFX1",4,1,14,17,1,0,1,1,1,510,4.3156e-05,2.4945e-05,2.2488e-06,0.00784313725490196,0.00196078431372549,0.0274509803921569,0.0333333333333333,0.00196078431372549,0,0.00196078431372549,0.00196078431372549,0.00196078431372549
"RFX2",3,3,10,12,1,1,0,0,1,392,3.1876e-05,1.7491e-05,1.6529e-06,0.0076530612244898,0.0076530612244898,0.0255102040816327,0.0306122448979592,0.00255102040816327,0.00255102040816327,0,0,0.00255102040816327
"RFX3",3,3,10,10,0,0,0,0,3,463,2.2707e-05,9.559e-06,2.4874e-06,0.00647948164146868,0.00647948164146868,0.0215982721382289,0.0215982721382289,0,0,0,0,0.00647948164146868
"RFX4",6,5,12,14,2,0,0,0,4,473,2.4507e-05,1.036e-05,2.2636e-06,0.0126849894291755,0.0105708245243129,0.025369978858351,0.0295983086680761,0.00422832980972516,0,0,0,0.00845665961945032
"RFX5",7,6,21,22,0,0,0,3,5,299,1.9809e-05,6.6093e-06,1.8341e-06,0.0234113712374582,0.020066889632107,0.0702341137123746,0.0735785953177258,0,0,0,0.0100334448160535,0.0167224080267559
"RFX6",7,4,24,27,0,0,1,2,4,587,2.4892e-05,9.7804e-06,2.7923e-06,0.0119250425894378,0.00681431005110733,0.040885860306644,0.0459965928449744,0,0,0.00170357751277683,0.00340715502555366,0.00681431005110733
"RFX7",3,3,14,16,2,0,1,0,0,601,3.8822e-05,1.4282e-05,2.3447e-06,0.00499168053244592,0.00499168053244592,0.0232945091514143,0.0266222961730449,0.00332778702163062,0,0.00166389351081531,0,0
"RFX8",18,18,43,50,4,0,3,3,9,287,1.1491e-05,5.3695e-06,1.243e-06,0.0627177700348432,0.0627177700348432,0.149825783972125,0.174216027874564,0.0139372822299652,0,0.0104529616724739,0.0104529616724739,0.0313588850174216
"RFXANK",5,3,18,20,2,0,1,0,3,148,1.0794e-05,5.7177e-06,9.3066e-07,0.0337837837837838,0.0202702702702703,0.121621621621622,0.135135135135135,0.0135135135135135,0,0.00675675675675676,0,0.0202702702702703
"RFXAP",1,1,14,15,1,0,0,0,0,118,6.0663e-06,2.4885e-06,3.969e-07,0.00847457627118644,0.00847457627118644,0.11864406779661,0.127118644067797,0.00847457627118644,0,0,0,0
"RGCC",2,3,11,12,0,0,0,1,1,79,3.1523e-06,1.4136e-06,2.4691e-07,0.0253164556962025,0.0379746835443038,0.139240506329114,0.151898734177215,0,0,0,0.0126582278481013,0.0126582278481013
"RGL1",1,1,14,14,0,0,1,0,0,517,2.4168e-05,9.9428e-06,2.3099e-06,0.00193423597678917,0.00193423597678917,0.0270793036750484,0.0270793036750484,0,0,0.00193423597678917,0,0
"RGL2",8,6,26,28,3,1,0,1,3,399,2.9221e-05,1.063e-05,2.5554e-06,0.0200501253132832,0.0150375939849624,0.0651629072681704,0.0701754385964912,0.0075187969924812,0.0025062656641604,0,0.0025062656641604,0.0075187969924812
"RGL3",36,18,49,64,9,0,4,11,13,414,2.6886e-05,1.1343e-05,2.7144e-06,0.0869565217391304,0.0434782608695652,0.118357487922705,0.154589371980676,0.0217391304347826,0,0.00966183574879227,0.0265700483091787,0.0314009661835749
"RGL4",18,7,24,36,5,0,5,9,1,254,1.523e-05,6.8136e-06,1.0285e-06,0.0708661417322835,0.0275590551181102,0.094488188976378,0.141732283464567,0.0196850393700787,0,0.0196850393700787,0.0354330708661417,0.00393700787401575
"RGMA",2,5,13,14,1,0,1,2,3,159,2.0528e-05,1.0958e-05,7.1017e-07,0.0125786163522013,0.0314465408805031,0.0817610062893082,0.0880503144654088,0.00628930817610063,0,0.00628930817610063,0.0125786163522013,0.0188679245283019
"RGMB",3,1,10,11,0,0,0,1,2,152,1.5048e-05,6.3751e-06,6.709e-07,0.0197368421052632,0.00657894736842105,0.0657894736842105,0.0723684210526316,0,0,0,0.00657894736842105,0.0131578947368421
"RGN",3,4,13,14,1,0,0,1,1,177,8.6819e-06,3.4423e-06,6.5399e-07,0.0169491525423729,0.0225988700564972,0.0734463276836158,0.0790960451977401,0.00564971751412429,0,0,0.00564971751412429,0.00564971751412429
"RGP1",7,6,15,19,2,0,1,3,1,208,1.2623e-05,5.0139e-06,1.3989e-06,0.0336538461538462,0.0288461538461538,0.0721153846153846,0.0913461538461538,0.00961538461538462,0,0.00480769230769231,0.0144230769230769,0.00480769230769231
"RGPD1",3,3,7,8,1,0,0,0,2,1048,2.3072e-06,7.5411e-07,3.1408e-07,0.00286259541984733,0.00286259541984733,0.0066793893129771,0.00763358778625954,0.000954198473282443,0,0,0,0.00190839694656489
"RGPD3",5,4,10,11,3,0,1,1,1,1057,2.7426e-05,1.1483e-05,2.3465e-06,0.00473036896877956,0.00378429517502365,0.00946073793755913,0.010406811731315,0.00283822138126774,0,0.000946073793755913,0.000946073793755913,0.000946073793755913
"RGPD4",6,5,14,16,4,0,1,1,1,1061,2.8096e-05,1.0989e-05,2.4044e-06,0.0056550424128181,0.00471253534401508,0.0131950989632422,0.0150801131008483,0.00377002827521206,0,0.000942507068803016,0.000942507068803016,0.000942507068803016
"RGPD5",1,0,3,4,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RGPD8",3,5,8,8,0,0,0,1,3,1070,1.1292e-05,4.3901e-06,9.9143e-07,0.00280373831775701,0.00467289719626168,0.00747663551401869,0.00747663551401869,0,0,0,0.000934579439252336,0.00280373831775701
"RGR",14,2,23,30,5,1,1,5,3,127,1.0721e-05,5.3761e-06,6.5039e-07,0.110236220472441,0.015748031496063,0.181102362204724,0.236220472440945,0.0393700787401575,0.0078740157480315,0.0078740157480315,0.0393700787401575,0.0236220472440945
"RGS1",4,1,9,11,0,0,0,2,2,125,5.2824e-06,1.8423e-06,4.5774e-07,0.032,0.008,0.072,0.088,0,0,0,0.016,0.016
"RGS10",3,2,10,11,1,0,0,1,1,111,5.1485e-06,2.3061e-06,4.6577e-07,0.027027027027027,0.018018018018018,0.0900900900900901,0.0990990990990991,0.00900900900900901,0,0,0.00900900900900901,0.00900900900900901
"RGS11",33,22,49,65,11,2,5,8,13,322,1.7334e-05,7.04e-06,1.6385e-06,0.102484472049689,0.0683229813664596,0.152173913043478,0.201863354037267,0.0341614906832298,0.0062111801242236,0.015527950310559,0.0248447204968944,0.0403726708074534
"RGS12",8,11,40,42,3,0,2,2,4,608,6.0936e-05,2.9875e-05,3.0867e-06,0.0131578947368421,0.0180921052631579,0.0657894736842105,0.0690789473684211,0.00493421052631579,0,0.00328947368421053,0.00328947368421053,0.00657894736842105
"RGS13",2,0,6,8,1,0,1,0,0,113,3.8777e-06,1.2914e-06,3.5555e-07,0.0176991150442478,0,0.0530973451327434,0.0707964601769911,0.00884955752212389,0,0.00884955752212389,0,0
"RGS14",6,4,20,20,2,0,0,1,4,320,1.9378e-05,8.7952e-06,1.5366e-06,0.01875,0.0125,0.0625,0.0625,0.00625,0,0,0.003125,0.0125
"RGS16",3,3,11,13,2,0,0,0,1,102,6.4668e-06,3.106e-06,4.6051e-07,0.0294117647058824,0.0294117647058824,0.107843137254902,0.127450980392157,0.0196078431372549,0,0,0,0.00980392156862745
"RGS17",0,2,8,8,0,0,0,0,0,131,4.8715e-06,1.5776e-06,7.4204e-07,0,0.0152671755725191,0.0610687022900763,0.0610687022900763,0,0,0,0,0
"RGS18",2,0,13,15,0,1,0,1,0,148,5.555e-06,1.5696e-06,5.5681e-07,0.0135135135135135,0,0.0878378378378378,0.101351351351351,0,0.00675675675675676,0,0.00675675675675676,0
"RGS19",3,1,8,9,0,0,0,1,2,117,1.0854e-05,5.0406e-06,4.3402e-07,0.0256410256410256,0.00854700854700855,0.0683760683760684,0.0769230769230769,0,0,0,0.00854700854700855,0.0170940170940171
